-0.5843,1.464,1.5218,-0.33934,-0.22925,0.076533,-0.062534,-0.34497,-0.52218,2
-0.51829,1.6571,1.7315,-0.25681,-0.12486,0.59064,0.16371,-0.31277,-0.40088,2
-0.54096,1.1019,1.312,-0.32053,-0.22332,0.085647,-0.066431,-0.31979,-0.4903,2
-0.63652,0.3197,-0.60367,-0.57222,-0.32127,-0.32143,-0.46668,-0.52164,-0.61297,2
-0.39946,1.2733,1.1233,-0.021777,0.004901,0.78999,0.1129,-0.002439,-0.25863,2
-0.47868,2.7217,1.8434,0.33478,0.11853,0.67968,-0.088604,0.4327,-0.38162,2
-0.35985,1.4688,-0.62465,0.15196,0.081089,0.80696,0.022434,0.22479,-0.25965,2
-0.53553,2.2003,1.3889,-0.081072,-0.047344,0.65515,0.0074134,-0.048787,-0.42957,2
-0.37877,1.5099,0.20736,0.32516,0.0025981,0.30878,-0.1203,0.426,-0.33902,2
-0.50509,3.2818,0.90652,0.28407,0.092111,0.65641,-0.055317,0.3787,-0.42184,2
-0.66419,1.196,-0.7505,-0.5433,-0.28518,0.010424,-0.35931,-0.5148,-0.6145,2
-0.62391,0.95461,0.53597,-0.45972,-0.23502,0.27966,-0.28072,-0.43275,-0.53925,2
-0.59091,1.4326,1.7385,0.20162,-0.11073,0.028855,-0.46788,0.33011,-0.44111,2
-0.63121,1.1839,3.5494,0.02969,-0.11838,0.16755,-0.45406,0.14336,-0.46341,2
-0.35985,0.99082,0.81563,-0.22153,-0.2343,-0.1189,0.25644,-0.29933,-0.33703,2
-0.74142,-0.92838,-0.19117,-0.79189,-0.36965,-0.75168,-0.72136,-0.72334,-0.75979,4
-0.76009,-1.3967,-0.22612,-0.80271,-0.37291,-0.83275,-0.79621,-0.72114,-0.78105,4
-0.69653,0.94013,-0.31701,-0.63095,-0.31911,-0.17623,-0.39006,-0.62092,-0.66215,4
-0.69878,-1.1215,-0.46384,-0.60271,-0.35883,-0.72589,-0.77218,-0.50965,-0.69944,4
-0.67688,-0.69663,-1.0651,-0.65427,-0.35505,-0.63261,-0.68289,-0.5701,-0.69441,4
-0.68993,-0.73284,-1.2889,-0.65964,-0.34629,-0.49822,-0.67968,-0.57299,-0.6804,4
-0.75594,-1.1529,0.039559,-0.73401,-0.36644,-0.74088,-0.76405,-0.65116,-0.75862,4
-0.5513,-0.78836,-0.28905,-0.49751,-0.32853,-0.49336,-0.56341,-0.41085,-0.55876,4
-0.66088,-0.40935,-1.0861,-0.62651,-0.34321,-0.50406,-0.65225,-0.54718,-0.66923,4
-0.80833,0.77355,0.50101,-0.75953,-0.3608,-0.58562,-0.52388,-0.75749,-0.79816,4
-0.62219,-0.15587,-0.77846,-0.62237,-0.33278,-0.37417,-0.54578,-0.56283,-0.60583,4
-0.82988,-0.0061985,-0.67359,-0.84749,-0.37345,-0.80479,-0.67547,-0.82696,-0.83345,4
-0.78499,0.68906,0.99741,-0.73788,-0.35392,-0.48406,-0.46615,-0.75537,-0.76138,6
-0.76254,0.2497,0.92051,-0.75831,-0.36142,-0.60206,-0.47475,-0.7968,-0.73974,6
-0.44555,-0.60972,0.48003,-0.32711,-0.31415,-0.52012,-0.4467,-0.24636,-0.47939,6
-0.68993,-1.0225,-0.9952,-0.59088,-0.36628,-0.82136,-0.78275,-0.49647,-0.74014,6
-0.38432,-0.58799,-0.97423,-0.55007,-0.32292,-0.37375,-0.48776,-0.49074,-0.39025,6
-0.79223,0.085537,-0.7505,-0.7579,-0.36777,-0.74472,-0.66132,-0.69729,-0.81456,6
-0.86025,0.73493,-0.22612,-0.82351,-0.37,-0.71373,-0.62925,-0.81102,-0.8576,6
-0.76074,0.85563,0.29126,-0.6726,-0.33742,-0.34056,-0.48514,-0.64256,-0.73019,6
